122 :  ['Cupressus_cashmeriana', 'Tetraclinis_articulata', 'Chamaecyparis_lawsoniana']
121 :  ['Picea_alcoquiana', 'Picea_koyamae', 'Picea_torano']
119 :  ['Thuja_occidentalis', 'Tetraclinis_articulata']
118 :  ['Aegilops_speltoides', 'Aegilops_uniaristata', 'Aegilops_bicornis']
118 :  ['Picea_glehnii', 'Picea_chihuahuana', 'Picea_orientalis']
117 :  ['Aegilops_speltoides', 'Triticum_urartu']
117 :  ['Calocedrus_decurrens', 'Tetraclinis_articulata']
117 :  ['Potamogeton_wrightii', 'Potamogeton_distinctus', 'Potamogeton_obtusifolius']
117 :  ['Picea_sitchensis', 'Picea_glauca', 'Picea_koyamae']
116 :  ['Pleioblastus_gramineus', 'Phyllostachys_nigra', 'Guadua_angustifolia']
116 :  ['Triticum_aestivum', 'Aegilops_sharonensis', 'Aegilops_longissima']
116 :  ['Fokienia_hodginsii', 'Cupressus_austrotibetica', 'Tetraclinis_articulata']
115 :  ['Aegilops_sharonensis', 'Aegilops_uniaristata', 'Aegilops_longissima']
115 :  ['Picea_sitchensis', 'Pinus_armandii', 'Pinus_cembra']
114 :  ['Pinus_koraiensis', 'Pinus_cembra']
114 :  ['Hordeum_pusillum', 'Heteranthelium_piliferum', 'Dasypyrum_villosum']
114 :  ['Picea_sitchensis', 'Picea_glauca', 'Picea_pungens']
114 :  ['Picea_glauca', 'Pinus_cembra']
113 :  ['Picea_koyamae', 'Picea_asperata', 'Picea_torano']
113 :  ['Potamogeton_wrightii', 'Potamogeton_obtusifolius', 'Potamogeton_natans']
113 :  ['Potamogeton_wrightii', 'Potamogeton_obtusifolius']
112 :  ['Aegilops_speltoides', 'Aegilops_longissima', 'Aegilops_comosa']
112 :  ['Picea_koyamae', 'Picea_obovata', 'Picea_torano']
111 :  ['Picea_sitchensis', 'Picea_glauca', 'Picea_obovata']
109 :  ['Aegilops_sharonensis', 'Aegilops_longissima', 'Aegilops_peregrina']
109 :  ['Thuja_occidentalis', 'Cupressus_austrotibetica', 'Tetraclinis_articulata']
109 :  ['Picea_sitchensis', 'Picea_breweriana', 'Picea_rubens']
108 :  ['Aegilops_sharonensis', 'Aegilops_bicornis', 'Aegilops_umbellulata']
108 :  ['Potamogeton_lucens', 'Potamogeton_distinctus', 'Potamogeton_obtusifolius']
108 :  ['Potamogeton_lucens', 'Potamogeton_obtusifolius']
108 :  ['Picea_sitchensis', 'Picea_orientalis', 'Picea_pungens']
108 :  ['Picea_sitchensis', 'Pinus_bungeana', 'Pinus_cembra']
107 :  ['Aegilops_sharonensis', 'Aegilops_bicornis', 'Aegilops_crassa']
107 :  ['Aegilops_speltoides', 'Aegilops_bicornis', 'Aegilops_comosa']
107 :  ['Potamogeton_gramineus', 'Potamogeton_obtusifolius']
107 :  ['Picea_sitchensis', 'Picea_orientalis']
106 :  ['Triticum_zhukovskyi', 'Aegilops_sharonensis', 'Aegilops_longissima']
106 :  ['Tetraclinis_articulata', 'Chamaecyparis_formosensis']
106 :  ['Potamogeton_berchtoldii', 'Potamogeton_obtusifolius']
105 :  ['Aegilops_speltoides', 'Aegilops_umbellulata', 'Triticum_urartu']
105 :  ['Potamogeton_lucens', 'Potamogeton_alpinus', 'Potamogeton_obtusifolius']
105 :  ['Potamogeton_lucens', 'Potamogeton_obtusifolius', 'Potamogeton_natans']
105 :  ['Potamogeton_obtusifolius', 'Potamogeton_octandrus']
105 :  ['Picea_sitchensis', 'Picea_rubens', 'Picea_pungens']
105 :  ['Picea_glauca', 'Picea_rubens', 'Picea_jezoensis']
104 :  ['Aegilops_sharonensis', 'Aegilops_bicornis']
104 :  ['Picea_sitchensis', 'Picea_schrenkiana', 'Picea_orientalis']
104 :  ['Picea_sitchensis', 'Picea_chihuahuana', 'Picea_orientalis']
103 :  ['Fokienia_hodginsii', 'Tetraclinis_articulata']
103 :  ['Encephalartos_princeps', 'Encephalartos_senticosus', 'Encephalartos_natalensis']
